id,sentence
347,In the early nineties attention was focused on special processors such as pyramid machines.
348,"Recently, emphasis is being given to embedded processors and field-programmable gate arrays."
349,Section XIV presents a summary of these developments.
350,"The treatment in this chapter is concept-oriented; applications are not discussed, and the use of mathematics has been minimized, although some understanding of Fourier transforms, stochastic processes, estimation theory, and linear algebra is occasionally assumed."
351,"The Bibliography lists basic textbooks, as well as a recent survey article that celebrated 50 years of progress in image processing and analysis."
352,"Since an earlier version of this chapter appeared in 1986, image processing and analysis have grown so dramatically in depth and breadth that it is nearly impossible to cover all their subareas in detail."
353,"To adhere to our page limitations, we have made a conscientious selection of topics for discussion."
354,"We avoid discussion of topics such as scanners, display devices, and hardware and software issues."
355,"On the other hand, since the mideighties, much to our delight, the field has been supported by a strong underlying analytical framework based on mathematics, statistics, and physics."
356,"We point out the influence of these fields on image processing, analysis, understanding, and computer vision."
357,Statistical models called hidden Markov models are a recurring theme in computational biology.
358,"What are hidden Markov models, and why are they so useful for so many different problems?"
359,"Often, biological sequence analysis is just a matter of putting the right label on each residue."
360,"In gene identification, we want to label nucleotides as exons, introns, or intergenic sequence."
361,"In sequence alignment, we want to associate residues in a query sequence with homologous residues in a target database sequence."
362,"We can always write an ad hoc program for any given problem, but the same frustrating issues will always recur."
363,One is that we want to incorporate heterogeneous sources of information.
364,"A genefinder, for instance, ought to combine splice-site consensus, codon bias, exon/ intron length preferences and open reading frame analysis into one scoring system."
365,How should these parameters be set?
366,How should different kinds of information be weighted?
367,A second issue is to interpret results probabilistically.
368,"Finding a best scoring answer is one thing, but what does the score mean, and how confident are we that the best scoring answer is correct?"
369,A third issue is extensibility.
370,"The moment we perfect our ad hoc genefinder, we wish we had also modeled translational initiation consensus, alternative splicing and a polyadenylation signal."
371,"Too often, piling more reality onto a fragile ad hoc program makes it collapse under its own weight."
372,"Hidden Markov models (HMMs) are a formal foundation for making probabilistic models of linear sequence 'labeling' problems1,2."
373,They provide a conceptual toolkit for building complex models just by drawing an intuitive picture.
374,"They are at the heart of a diverse range of programs, including genefinding, profile searches, multiple sequence alignment and regulatory site identification."
375,HMMs are the Legos of computational sequence analysis.
376,A toy HMM: 5?
377,"splice site recognition

As a simple example, imagine the following caricature of a 5?"
378,splice-site recognition problem.
379,"Assume we are given a DNA sequence that begins in an exon, contains one 5?"
380,splice site and ends in an intron.
381,The problem is to identify where the switch from exon to intron occurred—where the 5?
382,splice site (5?SS) is.
383,"For us to guess intelligently, the sequences of exons, splice sites and introns must have different statistical properties."
384,"Let's imagine some simple differences: say that exons have a uniform base composition on average (25% each base), introns are A/T rich (say, 40% each for A/T, 10% each for C/G), and the 5?SS consensus nucleotide is almost always a G (say, 95% G and 5% A)."
385,"Starting from this information, we can draw an HMM (Fig."
386,1).
387,"The HMM invokes three states, one for each of the three labels we might assign to a nucleotide: E (exon), 5 (5?SS) and I (intron)."
388,"Each state has its own emission probabilities (shown above the states), which model the base composition of exons, introns and the consensus G at the 5?SS."
389,"Each state also has transition probabilities (arrows), the probabilities of moving from this state to a new state."
390,"The transition probabilities describe the linear order in which we expect the states to occur: one or more Es, one 5, one or more Is."
391,"So, what's hidden?"
392,It's useful to imagine an HMM generating a sequence.
393,"When we visit a state, we emit a residue from the state's emission probability distribution."
394,"Then, we choose which state to visit next according to the state's transition probability distribution."
395,The model thus generates two strings of information.
396,"One is the underlying state path (the labels), as we transition from state to state."
397,"The other is the observed sequence (the DNA), each residue being emitted from one state in the state path."
398,"The state path is a Markov chain, meaning that what state we go to next depends only on what state we're in."
399,"Since we're only given the observed sequence, this underlying state path is hidden—these are the residue labels that we'd like to infer."
400,The state path is a hidden Markov chain.
401,"The probability P(S,?|HMM,?)"
402,that an HMM with parameters ?
403,generates a state path ?
404,and an observed sequence S is the product of all the emission probabilities and transition probabilities that were used.
405,"For example, consider the 26-nucleotide sequence and state path in the middle of Figure 1, where there are 27 transitions and 26 emissions to tote up."
406,"Multiply all 53 probabilities together (and take the log, since these are small numbers) and you'll calculate log P(S,?|HMM,?)"
407,= ?41.22.
408,An HMM is a full probabilistic model—the model parameters and the overall sequence 'scores' are all probabilities.
409,"Therefore, we can use Bayesian probability theory to manipulate these numbers in standard, powerful ways, including optimizing parameters and interpreting the significance of scores."
410,"Finding the best state path

In an analysis problem, we're given a sequence, and we want to infer the hidden state path."
411,There are potentially many state paths that could generate the same sequence.
412,We want to find the one with the highest probability.
413,"For example, if we were given the HMM and the 26-nucleotide sequence in Figure 1, there are 14 possible paths that have non-zero probability, since the 5?SS must fall on one of 14 internal As or Gs."
414,Figure 1 enumerates the six highest-scoring paths (those with G at the 5?SS).
415,"The best one has a log probability of ?41.22, which infers that the most likely 5?SS position is at the fifth G.

For most problems, there are so many possible state sequences that we could not afford to enumerate them."
416,The efficient Viterbi algorithm is guaranteed to find the most probable state path given a sequence and an HMM.
417,The Viterbi algorithm is a dynamic programming algorithm quite similar to those used for standard sequence alignment.
418,"Beyond best scoring alignments

Figure 1 shows that one alternative state path differs only slightly in score from putting the 5?SS at the fifth G (log probabilities of ?41.71 versus ?41.22)."
419,How confident are we that the fifth G is the right choice?
420,This is an example of an advantage of probabilistic modeling: we can calculate our confidence directly.
421,"The probability that residue i was emitted by state k is the sum of the probabilities of all the state paths that use state k to generate residue i (that is, ?i = k in the state path ?"
422,"), normalized by the sum over all possible state paths."
423,"In our toy model, this is just one state path in the numerator and a sum over 14 state paths in the denominator."
424,We get a probability of 46% that the best-scoring fifth G is correct and 28% that the sixth G position is correct (Fig.
425,"1, bottom)."
426,This is called posterior decoding.
427,"For larger problems, posterior decoding uses two dynamic programming algorithms called Forward and Backward, which are essentially like Viterbi, but they sum over possible paths instead of choosing the best."
428,"Making more realistic models

Making an HMM means specifying four things: (i) the symbol alphabet, K different symbols (e.g., ACGT, K = 4); (ii) the number of states in the model, M; (iii) emission probabilities ei(x) for each state i, that sum to one over K symbols x, ?xei(x) = 1; and (iv) transition probabilities ti(j) for each state i going to any other state j (including itself) that sum to one over the M states j, ?jti(j) = 1."
429,Any model that has these properties is an HMM.
430,"This means that one can make a new HMM just by drawing a picture corresponding to the problem at hand, like Figure 1."
431,This graphical simplicity lets one focus clearly on the biological definition of a problem.
432,"For example, in our toy splice-site model, maybe we're not happy with our discrimination power; maybe we want to add a more realistic six-nucleotide consensus GTRAGT at the 5?"
433,splice site.
434,"We can put a row of six HMM states in place of '5' state, to model a six-base ungapped consensus motif, parameterizing the emission probabilities on known 5?"
435,splice sites.
436,"And maybe we want to model a complete intron, including a 3?"
437,"splice site; we just add a row of states for the 3?SS consensus, and add a 3?"
438,exon state to let the observed sequence end in an exon instead of an intron.
439,"Then maybe we want to build a complete gene model...whatever we add, it's just a matter of drawing what we want."
440,"The catch

HMMs don't deal well with correlations between residues, because they assume that each residue depends only on one underlying state."
441,An example where HMMs are usually inappropriate is RNA secondary structure analysis.
442,"Conserved RNA base pairs induce long-range pairwise correlations; one position might be any residue, but the base-paired partner must be complementary."
443,An HMM state path has no way of 'remembering' what a distant state generated.How do you know your spouse is happy or not?
444,Any couple will tell you it can be hard.
445,"In machine learning ML, many internal states are hard to determine or observe."
446,An alternative is to determine them from observable external factors.
447,That is what HMM solves.
448,"For example, in speech recognition, we listen to a speech (the observable) to deduce its script (the internal state representing the speech)."
449,"First, let’s look at some commonly-used definitions first."
450,"Markov process/Markov chains
A first-order Markov process is a stochastic process in which the future state solely depends on the current state only."
451,The first-order Markov process is often simply called the Markov process.
452,"If it is in a discrete space, it is called the Markov chain."
453,The assumption of the Markov process may not be true in reality.
454,"But even it is not true, we can model extra states in the system to make it closer to the Markov process sometimes."
455,"In practice, the Markov process can be an appropriate approximation in solving complex ML and reinforcement learning problems."
456,"In addition, the probability of the transition from one state to another can be packed into a transition matrix like the one below:
This transition matrix is also called the Markov matrix."
457,The element ij is the probability of transiting from state j to state i.
458,"Note, some literature may use a transposed notation where each element is the probability of transiting from state i to j instead."
459,"The columns of a Markov matrix add up to one, i.e."
460,the probability of reaching a state from any possible state is one.
461,"Once, it is defined as a matrix, we can use linear algebra and eigenvector to determine its stable state if existed, i.e."
462,"if we keep going for a long time, what is the probability of being at a particular state?"
463,"To solve that, let’s have a quick review of eigenvectors first."
464,Eigenvector v?
465,and eigenvalue ?
466,?
467,of the matrix A fulfill the following relation.
468,"(Note, matrix A can have many eigenvectors.)"
469,Our state at time k+1 is related to the previous step by the Markov matrix which the stable state is determined with k approaches ?.
470,Consider a vector v?
471,in ?
472,?.
473,We can represent it using the eigenvectors of A.
474,"Using the equation above, the state of v at time step k+1 will become (the inner product of two different eigenvectors equals zero)
If v converges in time, v will have a stable state."
475,u?
476,can be chosen to be unit vectors.
477,"In order for v to converge, eigenvalues ?"
478,?
479,must be smaller or equal to 1.
480,"Otherwise, ?v?"
481,will continue to grow.
482,A Markov matrix always has an eigenvalue 1.
483,All other eigenvalues will have a magnitude smaller or equal to 1.
484,"Let’s say, the eigenvector u?"
485,"(say [0.2, 0.5, 0.3]) has an eigenvalue of 1."
486,"Then, u?"
487,"will be the stable state, i.e."
488,"we have 0.2, 0.5, and 0.3 chance to be in states 1, 2, or 3 respectively as the time approaches infinity."
489,"Note, the solution is independent of the initial state."
490,We end up with the same target distribution regardless of where we start.
491,(More details can be found here.)
492,"In theory, we can have more than one eigenvectors with eigenvalues equal to one."
493,"However, in practice, real problems usually have only one."
494,"In fact, if all elements in the matrix are greater than zero, there is exactly one eigenvector with eigenvalue equals to one."
495,"Random walk

Calculating an exact solution can be computationally intensive."
496,"Alternatively, Markov processes can be solved using random walks."
497,Let’s say we drop off 100 shoppers randomly around the downtown area in San Franciso.
498,We provide a transition matrix to show the probability of where the shoppers may head next in the current position.
499,"Eventually, we can spot where most interesting shops are located."
500,This strategy allows us to use local information to understand the general structure of the data.
501,"In many ML problems, it is much easier to collect."
502,We don’t need to understand the structure of the data.
503,We don’t need to understand how the city plans its shopping districts.
504,Just look around and see what may be more interesting.
505,"In addition, the transition matrix is mostly sparse in many problems."
506,This random walk concept is very popular in ranking or making product recommendations.
507,"As we continue the iterations, our random walk will converge to the stable state that we are interested in."
508,"For very large scale problems, this may be easier to execute and to compute."
509,"Hidden Markov Model (HMM)
In many ML problems, we assume the sampled data is i.i.d."
510,This simplifies the maximum likelihood estimation (MLE) and makes the math much simpler to solve.
511,"But for the time sequence model, states are not completely independent."
512,"If I am happy now, I will be more likely to stay happy tomorrow."
513,"In many ML problems, the states of a system may not be observable or fully observable."
514,But we can get insights about this internal state through the observables.
515,"For example, if I am happy, there is a 40% chance that I will go to a party."
516,But there is a 10% chance that I will be found at a party when I am sad too.
517,"With HMM, we determine the internal state (happy or sad) by making observations — where I was found."
518,HMM models a process with a Markov process.
519,It includes the initial state distribution ?
520,"(the probability distribution of the initial state)
The transition probabilities A from one state (xt) to another."
521,HMM also contains the likelihood B of the observation (yt) given a hidden state.
522,Matrix B is called the emission probabilities.
523,It demonstrates the probability of our observation given a specific internal state.
524,The complexity of the problem is that the same observations may be originated from different states (happy or not).
525,The equation above uses the transition probability and the emission probability to compute the probability of the internal state based on all observations.
526,"Depending on the situation, we usually ask three different types of questions regarding an HMM problem."
527,Likelihood: How likely are the observations based on the current model or the probability of being at a state at a specific time step.
528,Decoding: Find the internal state sequence based on the current model and observations.
529,Learning.
530,Learn the HMM model.
531,The remaining section details the solution.
532,Read through it according to your level of interest.
533,"Likelihood (likelihood of the observation)

Likelihood is to find the likelihood of observation Y."
534,This is computationally intense.
535,But we can do it smartly to avoid summing all possible state sequences one-by-one and to share results for other computations.
536,"Otherwise, the complexity will grow exponentially."
537,Our strategy will employ a divide-and-conquer.
538,"In specifically, if we can express components recursively, we can break down the problem into intermediate steps and share results."
539,"In HMM, we solve the problem at time t by using the result from time t-1 and/or t+1."
540,"A circle below represents an HMM hidden state j at time t. So even the number of state sequence increases exponentially with time, we can solve it linear if we can express the calculation recursively with time.Hidden Markov models (HMMs) are a type of statistical modeling that has been used for several years."
541,"They have been applied in different fields such as medicine, computer science, and data science."
542,The Hidden Markov model (HMM) is the foundation of many modern-day data science algorithms.
543,It has been used in data science to make efficient use of observations for successful predictions or decision-making processes.
544,This blog post will cover hidden Markov models with real-world examples and important concepts related to hidden Markov models.
545,What are Markov Models?
546,"Markov models are named after Andrey Markov, who first developed them in the early 1900s."
547,"Markov models are a type of probabilistic model that is used to predict the future state of a system, based on its current state."
548,"In other words, Markov models are used to predict the future state based on the current hidden or observed states."
549,Markov model is a finite-state machine where each state has an associated probability of being in any other state after one step.
550,They can be used to model real-world problems where hidden and observable states are involved.
551,Markov models can be classified into hidden and observable based on the type of information available to use for making predictions or decisions.
552,"Hidden Markov models deal with hidden variables that cannot be directly observed but only inferred from other observations, whereas in an observable model also termed as Markov chain, hidden variables are not involved."
553,"To better understand Markov models, let’s look at an example."
554,Say you have a bag of marbles that contains four marbles: two red marbles and two blue marbles.
555,"You randomly select a marble from the bag, note its color, and then put it back in the bag."
556,"After repeating this process several times, you begin to notice a pattern: The probability of selecting a red marble is always two out of four, or 50%."
557,This is because the probability of selecting a particular color of marble is determined by the number of that color of marble in the bag.
558,"In other words, the past history (i.e., the contents of the bag) determines the future state (i.e., the probability of selecting a particular color of marble)."
559,This example illustrates the concept of a Markov model: the future state of a system is determined by its current state and past history.
560,"In the case of the bag of marbles, the current state is determined by the number of each color of marble in the bag."
561,"The past history is represented by the contents of the bag, which determine the probabilities of selecting each color of marble."
562,"Markov models have many applications in the real world, including predicting the weather, stock market prices, and the spread of disease."
563,Markov models are also used in natural language processing applications such as speech recognition and machine translation.
564,"In speech recognition, Markov models are used to identify the correct word or phrase based on the context of the sentence."
565,"In machine translation, Markov models are used to select the best translation for a sentence based on the translation choices made for previous sentences in the text."
566,What is Markov Chain?
567,"Markov chains, named after Andrey Markov, can be thought of as a machine or a system that hops from one state to another, typically forming a chain."
568,"Markov chains have the Markov property, which states that the probability of moving to any particular state next depends only on the current state and not on the previous states."
569,"A Markov chain consists of three important components:

Initial probability distribution: An initial probability distribution over states, ?i is the probability that the Markov chain will start in a certain state i."
570,"Some states j may have ?j = 0, meaning that they cannot be initial states
One or more states
Transition probability distribution: A transition probability matrix A where each [latex]a_{ij}[/latex] represents the probability of moving from state I to state j
The diagram below represents a Markov chain where there are three states representing the weather of the day (cloudy, rainy, and sunny)."
571,"And, there are transition probabilities representing the weather of the next day given the weather of the current day."
572,"There are three different states such as cloudy, rain, and sunny."
573,"The following represent the transition probabilities based on the above diagram:

If sunny today, then tomorrow:
50% probability for sunny
10% probability for rainy
40% probability for cloudy
If rainy today, then tomorrow:
10% probability for sunny
60% probability for rainy
30% probability for cloudy
If cloudy today, then tomorrow:
40% probability for sunny
50% probability for rainy
10% probability for cloudy
Using this Markov chain, what is the probability that the Wednesday will be cloudy if today is sunny."
574,The following are different transitions that can result in a cloudy Wednesday given today (Monday) is sunny.
575,"Sunny – Sunny (Tuesday) – Cloudy (Wednesday): The probability to a cloudy Wednesday can be calculated as 0.5 x 0.4 = 0.2
Sunny – Rainy (Tuesday) – Cloudy (Wednesday): The probability of a cloudy Wednesday can be calculated as 0.1 x 0.3 = 0.03
Sunny – Cloudy (Tuesday) – Cloudy (Wednesday): The probability of a cloudy Wednesday can be calculated as 0.4 x 0.1 = 0.04
The total probability of a cloudy Wednesday = 0.2 + 0.03 + 0.04 = 0.27."
576,"As shown above, the Markov chain is a process with a known finite number of states in which the probability of being in a particular state is determined only by the previous state."
577,What are Hidden Markov models (HMM)?
578,The hidden Markov model (HMM) is another type of Markov model where there are few states which are hidden.
579,This is where HMM differs from a Markov chain.
580,HMM is a statistical model in which the system being modeled are Markov processes with unobserved or hidden states.
581,It is a hidden variable model which can give an observation of another hidden state with the help of the Markov assumption.
582,The hidden state is the term given to the next possible variable which cannot be directly observed but can be inferred by observing one or more states according to Markov’s assumption.
583,Markov assumption is the assumption that a hidden variable is dependent only on the previous hidden state.
584,"Mathematically, the probability of being in a state at a time t depends only on the state at the time (t-1)."
585,It is termed a limited horizon assumption.
586,"Another Markov assumption states that the conditional distribution over the next state, given the current state, doesn’t change over time."
587,This is also termed a stationary process assumption.
588,A Markov model  is made up of two components: the state transition and hidden random variables that are conditioned on each other.
589,"However, A hidden Markov model consists of five important components:

Initial probability distribution: An initial probability distribution over states, ?i is the probability that the Markov chain will start in state i."
590,"Some states j may have ?j = 0, meaning that they cannot be initial states."
591,The initialization distribution defines each hidden variable in its initial condition at time t=0 (the initial hidden state).
592,"One or more hidden states
Transition probability distribution: A transition probability matrix where each [latex]a_{ij}[/latex] represents the probability of moving from state i to state j."
593,The transition matrix is used to show the hidden state to hidden state transition probabilities.
594,"A sequence of observations
Emission probabilities: A sequence of observation likelihoods, also called emission probabilities, each expressing the probability of an observation [latex]o_{i}[/latex] being generated from a state I."
595,The emission probability is used to define the hidden variable in terms of its next hidden state.
596,It represents the conditional distribution over an observable output for each hidden state at time t=0.
